x,y,target
1.2738705870175546,1.0531382568889254,1
3.5305306065143816,-3.157333691871406,2
-7.3194272404567755,-9.306722216346898,4
-2.9372388814738204,-3.786427493603875,0
0.028645527521433806,0.44278026539440846,1
-15.271799161847316,-1.0762261587759587,4
-7.785618406266891,-7.743877886505642,4
0.5364968958000033,-0.6094507772023328,1
-3.320388977083504,-3.7896151847431767,0
-10.883358373517552,-5.39886805759116,4
3.0929406984651324,-1.153476958374985,2
2.549689834873007,2.112591595815532,2
-2.930974537592219,-4.56406421362122,0
0.1976949358572535,-0.8008992956943055,1
0.32539650831209865,1.926042412276723,2
-3.144597168779922,-4.374445854229781,0
0.9456070104294368,1.525341872512913,1
-3.2255072861342002,-4.288061048376361,0
0.7142174378248868,2.5556605299605577,1
0.3863413284741095,5.562342837739775,2
-3.243986489567511,-3.678855333715513,0
13.27269364182042,-3.589472982246091,3
4.607919701075978,4.300904942473398,2
3.5311760736484707,-0.03618569617769829,2
-8.136522330544613,0.11761061098876091,4
4.440805213648767,-0.7861858729936739,2
2.5966184958661125,5.505457618568569,2
3.3755192701714547,2.432201463080937,2
-3.810634609277597,-7.497993628052438,4
1.8110999648409138,-3.9480091190400177,3
3.0794352625849992,-3.839010421765776,3
3.1969998040826026,3.4147800201208067,2
-2.876715345452325,-3.8439706100325663,0
0.606034763703244,-1.2604263779537568,1
4.34386220270663,2.554657913616801,2
1.4679512836039228,-0.4448087290116132,1
-11.565664332323223,-3.491786507204412,4
1.8022364051005832,5.644542449008465,2
-10.482196111195094,-11.314864248464762,4
0.4359881569761854,-3.5451298188734652,3
5.217105601881091,7.098204825514892,2
2.011000301448064,3.6279323957437337,2
-2.8018985055536363,-3.738631514587929,0
12.821655699445383,-4.294760089655426,3
-2.828746381402852,-3.74268041382745,0
-2.5142209781651585,-3.0893974699153146,3
-3.096602561550019,-4.022183043278248,0
-6.7507358666522554,-8.521264205106593,4
-3.4810956991390967,-3.4459412869003,0
5.739286152075994,3.196808267548441,2
-0.9882205507515442,-3.8438668159553,3
1.487358345685566,-1.4127374597882378,1
2.8825884991272606,3.413092555131037,4
5.633365971863235,8.563126227189484,2
-0.41397468824726397,-0.3965604604212155,1
4.9289257442513525,4.429612631924684,2
10.856883330072252,-3.3354424444427964,3
-17.414220328594464,-2.4078937194590897,4
-0.7665949208387984,0.2523315120744698,1
0.631840514938157,-5.345725098358945,3
-5.891513777353982,-4.2202761829942865,4
2.91547148769618,2.175050776810997,2
-1.186218737949302,-5.511816376732556,3
3.0070969517235087,8.604681153762499,2
-11.363715475536647,-12.282633656091319,4
-6.429859519866094,-9.752567646990641,4
-2.7248002429349825,-8.424963622018966,4
-2.8007660832398558,-3.8341470683971086,0
-0.9774680637495496,-6.30436035677063,4
-0.21051819317541476,0.5524328873313256,1
-2.577906210149203,-3.9596695840612717,0
-6.7543555745308295,-0.9323797805672775,4
1.752882650702801,3.017324746230702,2
-10.675132634225724,-5.504584889534176,4
-6.894986989843071,-3.3367464868645715,4
-6.098547506262057,-10.041537320946249,4
0.22017149389752322,-0.250538478377525,1
2.747232960633783,1.475855055674288,2
-2.940707607323033,-4.528576295321088,0
0.4659622124377616,-2.04226131162126,1
-10.453066453075433,-8.886252701932452,4
-3.131140131709687,-4.947066644858621,0
-2.9275420075121206,-3.7422578701843796,0
-2.928785975465644,-9.597113422751933,4
0.3393434457492154,0.946284132795187,1
-2.6001405665715955,-4.45832211590408,4
-1.216913030783566,-4.192436003027514,3
-3.021152355119422,-4.628149258022496,0
4.184162729264593,2.6778001653256647,2
-14.813755097043103,-8.485658036319569,4
-0.863333695137437,-1.0238441807780525,1
0.7996319770040792,2.500007291119454,4
-0.48785349514128207,-0.896989632910902,1
-1.7626362157744573,-5.1433837952105925,3
3.0413880222208514,7.7096123654914965,2
0.6702133719792025,-2.538627473094566,3
-9.643522980245809,3.333718085127453,4
-1.291471787028675,-0.6055257502114973,1
-0.28571673569615835,-1.491020793804159,1
-3.0704134931998963,-4.165485628746011,0
3.3942408853958943,6.7428786572859245,2
-3.160932741500244,-3.841998071564877,0
1.7649936979615075,6.051926697149287,2
-4.041947387698642,-7.810425643210311,4
1.6720637993339396,-4.498346241908871,3
-2.7228470061547085,-4.4373644095377,0
7.135654166059265,-4.430126631913777,3
-10.701095394822707,-12.019876515406132,4
2.0148073076585833,4.087250883444786,2
-2.394910030706729,-4.527068036930975,0
2.4930457245822257,0.3897407785104846,1
-0.11776394822972616,-1.552609535559896,1
-2.891346481115964,-4.0398286151481075,0
5.344685997129995,-2.7460527534121466,3
1.484472994107346,0.7335017712778286,1
0.8251815251355515,-0.3778198427048955,1
-1.202029472753861,0.7226938786294957,1
-3.1445017984980597,-3.4513012755286825,0
0.04684856192715085,-1.464030447801448,1
-1.0449638394929055,2.2648164919405662,4
1.829308603308692,1.61637988688632,2
5.3442202575856435,-1.0119789550582934,2
10.752574004179634,-4.1137298798019275,3
-0.4067768238070697,-5.010342217665128,3
-5.5779967348527,-7.994874214626126,4
0.6865935623297613,1.5183138067400241,1
1.1682377884380388,-4.275646345955198,3
1.767490496407288,-5.82941962610108,3
-11.065413495765823,-8.40124933062871,4
-0.45711440051789265,-2.66267051401325,3
-1.4624610066640127,-0.0753181889308272,1
4.175117853808036,2.4394998063691586,2
3.1265991669539566,3.612636884271689,2
-2.3771726674354605,-4.694282961742983,0
2.3057589454974874,-1.5245883159763265,2
0.3286106789926784,4.016175460863327,4
-3.075653330721167,-3.9052537148372286,0
-2.5520692506272873,-4.022116943645986,0
-7.316580668639346,-8.487529861095053,4
-2.9900290939474408,-3.8554577214777335,0
-0.7177258559986833,1.1545804548419,1
-3.16428729759686,-5.008405565469664,0
2.155373162422732,3.716392596681793,2
3.579327863491955,2.9670847353134535,2
0.6576516006272013,-3.782394517606134,2
-2.772912241771746,-4.358510302642198,0
-4.84003640491879,-6.4850594938468635,4
4.1184298449536385,-4.264668096933145,3
4.626619165527561,1.8708868735746629,2
2.018260216244842,-1.0329261587136322,2
1.1934209958601762,-4.5407157548545065,3
-1.3438173407683183,-4.680894260536732,3
1.373455403045941,4.629809038728148,2
1.651858749666022,-2.778914503903236,3
4.250440179500512,-2.6532593925084393,3
-1.3750275097157698,-1.3096295364523487,1
-0.5322655369750864,-8.020381300794128,4
0.02731323520652191,1.402201210717498,1
1.082213950193677,-2.563034698077075,3
-3.368534636434487,-4.210374109600924,0
0.05263875147637751,1.0829444766909588,1
1.5556427823197312,0.8364319666544574,1
-13.328012592133751,-10.448713279115214,4
-2.4152004838547776,-3.7144288694428784,0
-1.5319817309081492,-13.413337367576192,4
6.303102130025347,1.9981622473404084,2
-0.3147719791934418,1.50489390127039,1
0.34862646825317356,-0.5006971090765393,1
-2.9620542949109097,-3.9790975770769195,0
-3.1447843524892662,-4.07315262215451,0
1.4909075889917254,5.5433135125716415,2
-9.180786325891654,-19.426213748865326,4
3.31965659336792,-3.9949669798610143,3
9.058223257743165,-6.527111751730959,3
-2.5950455814728253,-3.996987057959688,0
-12.254923089861157,-15.920221773551155,4
-1.0475832471953666,-1.5025257720186176,1
-1.2586372568962245,0.061411377738575176,1
4.489940392343803,-1.0338282499876712,2
-3.0679660529935235,-4.515675292554673,0
1.6767416853216686,-0.16682995374932102,1
-2.3827852296791026,-4.806143004425168,3
5.278735493436183,2.79627542889541,2
5.380895967089961,-0.32265456544668236,2
5.181727467280646,-4.8163654142310905,3
-3.6108703430484295,-4.356965284610809,0
-2.774104161161349,-3.794411406619151,0
3.4313695422145556,-1.1757232815294012,2
0.4878504314416352,3.621610793303252,2
1.791754261445972,-0.789968055235765,1
0.9748336289184596,-0.12926067209167366,1
1.4350524802804634,-2.0997500646387905,1
-0.5209121050762868,0.261483619936121,1
-3.694460719516204,-9.63876422811266,4
